Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaisOrigen,Ventas
2009,Agosto,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2009,Agosto,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2009,Septiembre,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2009,Septiembre,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,180
2009,Septiembre,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,1
2009,Septiembre,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1720
2009,Septiembre,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,41
2009,Septiembre,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,25
2009,Septiembre,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,182
2009,Septiembre,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2009,Septiembre,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,22
2009,Septiembre,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,95
2009,Septiembre,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,27
2009,Septiembre,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,1065
2009,Septiembre,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,882
2009,Septiembre,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,0
2009,Septiembre,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,57
2009,Septiembre,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,2509
2009,Septiembre,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Nuevo_Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Nuevo_Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Otros_Volkswagen,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Passat,Automoviles,De_Lujo,Importado,Estados_Unidos,18
2009,Septiembre,Volkswagen ,Passat_Cc,Automoviles,De_Lujo,Importado,Estados_Unidos,154
2009,Septiembre,Volkswagen ,Pointer_Pick_Up,Camiones_ligeros,Pick_Ups,Importado,Brasil,488
2009,Septiembre,Volkswagen ,Pointer_Wagon,Automoviles,Compactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Pointer_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Pointer_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Polo_GTI,Automoviles,Subcompactos,Importado,España,0
2009,Septiembre,Volkswagen ,Polo_4_Ptas,Automoviles,Subcompactos,Importado,India,0
2009,Septiembre,Volkswagen ,Polo_5_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Routan,Camiones_ligeros,Minivans,Importado,Canada,56
2009,Septiembre,Volkswagen ,Saveiro,Camiones_ligeros,Pick_Ups,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Sedan,Automoviles,Subcompactos,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Sharan,Camiones_ligeros,Minivans,Importado,Portugal,0
2009,Septiembre,Volkswagen ,Sport_Van,Automoviles,Compactos,Importado,Argentina,90
2009,Septiembre,Volkswagen ,Sportwagen,Automoviles,Compactos,Nacional,Mexico,20
2009,Septiembre,Volkswagen ,Tcross,Camiones_ligeros,SUVs,Importado,Brasil,0
2009,Septiembre,Volkswagen ,Teramont,Camiones_ligeros,SUVs,Importado,Estados_Unidos,0
2009,Septiembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Importado,Alemania,240
2009,Septiembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Septiembre,Volkswagen ,Touareg,Camiones_ligeros,SUVs,Importado,Eslovaquia,14
2009,Septiembre,Volkswagen ,Transporter_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,0
2009,Septiembre,Volkswagen ,Transporter_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,0
2009,Septiembre,Volkswagen ,UP,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Septiembre,Volkswagen ,Vento,Automoviles,Subcompactos,Importado,India,0
2009,Septiembre,Volkswagen ,Virtus,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Septiembre,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2009,Septiembre,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2009,Octubre,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2009,Octubre,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,154
2009,Octubre,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,4
2009,Octubre,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1531
2009,Octubre,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,58
2009,Octubre,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,30
2009,Octubre,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,177
2009,Octubre,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2009,Octubre,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,20
2009,Octubre,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,94
2009,Octubre,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,41
2009,Octubre,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,673
2009,Octubre,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,1019
2009,Octubre,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,0
2009,Octubre,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,115
2009,Octubre,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,3034
2009,Octubre,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Nuevo_Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Nuevo_Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Otros_Volkswagen,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Passat,Automoviles,De_Lujo,Importado,Estados_Unidos,5
2009,Octubre,Volkswagen ,Passat_Cc,Automoviles,De_Lujo,Importado,Estados_Unidos,181
2009,Octubre,Volkswagen ,Pointer_Pick_Up,Camiones_ligeros,Pick_Ups,Importado,Brasil,440
2009,Octubre,Volkswagen ,Pointer_Wagon,Automoviles,Compactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Pointer_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Pointer_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Polo_GTI,Automoviles,Subcompactos,Importado,España,0
2009,Octubre,Volkswagen ,Polo_4_Ptas,Automoviles,Subcompactos,Importado,India,0
2009,Octubre,Volkswagen ,Polo_5_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Octubre,Volkswagen ,Routan,Camiones_ligeros,Minivans,Importado,Canada,70
2009,Octubre,Volkswagen ,Saveiro,Camiones_ligeros,Pick_Ups,Importado,Brasil,0
2009,Octubre,Volkswagen ,Sedan,Automoviles,Subcompactos,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Sharan,Camiones_ligeros,Minivans,Importado,Portugal,0
2009,Octubre,Volkswagen ,Sport_Van,Automoviles,Compactos,Importado,Argentina,87
2009,Octubre,Volkswagen ,Sportwagen,Automoviles,Compactos,Nacional,Mexico,35
2009,Octubre,Volkswagen ,Tcross,Camiones_ligeros,SUVs,Importado,Brasil,0
2009,Octubre,Volkswagen ,Teramont,Camiones_ligeros,SUVs,Importado,Estados_Unidos,0
2009,Octubre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Importado,Alemania,218
2009,Octubre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Octubre,Volkswagen ,Touareg,Camiones_ligeros,SUVs,Importado,Eslovaquia,15
2009,Octubre,Volkswagen ,Transporter_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,0
2009,Octubre,Volkswagen ,Transporter_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,0
2009,Octubre,Volkswagen ,UP,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Octubre,Volkswagen ,Vento,Automoviles,Subcompactos,Importado,India,0
2009,Octubre,Volkswagen ,Virtus,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Octubre,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2009,Octubre,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2009,Noviembre,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2009,Noviembre,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,262
2009,Noviembre,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,2
2009,Noviembre,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1337
2009,Noviembre,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,110
2009,Noviembre,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,21
2009,Noviembre,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,177
2009,Noviembre,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2009,Noviembre,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,3
2009,Noviembre,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,98
2009,Noviembre,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,48
2009,Noviembre,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,555
2009,Noviembre,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,545
2009,Noviembre,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,0
2009,Noviembre,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,88
2009,Noviembre,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,2708
2009,Noviembre,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Nuevo_Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Nuevo_Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Otros_Volkswagen,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Passat,Automoviles,De_Lujo,Importado,Estados_Unidos,14
2009,Noviembre,Volkswagen ,Passat_Cc,Automoviles,De_Lujo,Importado,Estados_Unidos,96
2009,Noviembre,Volkswagen ,Pointer_Pick_Up,Camiones_ligeros,Pick_Ups,Importado,Brasil,312
2009,Noviembre,Volkswagen ,Pointer_Wagon,Automoviles,Compactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Pointer_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Pointer_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Polo_GTI,Automoviles,Subcompactos,Importado,España,0
2009,Noviembre,Volkswagen ,Polo_4_Ptas,Automoviles,Subcompactos,Importado,India,0
2009,Noviembre,Volkswagen ,Polo_5_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Routan,Camiones_ligeros,Minivans,Importado,Canada,93
2009,Noviembre,Volkswagen ,Saveiro,Camiones_ligeros,Pick_Ups,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Sedan,Automoviles,Subcompactos,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Sharan,Camiones_ligeros,Minivans,Importado,Portugal,0
2009,Noviembre,Volkswagen ,Sport_Van,Automoviles,Compactos,Importado,Argentina,53
2009,Noviembre,Volkswagen ,Sportwagen,Automoviles,Compactos,Nacional,Mexico,103
2009,Noviembre,Volkswagen ,Tcross,Camiones_ligeros,SUVs,Importado,Brasil,0
2009,Noviembre,Volkswagen ,Teramont,Camiones_ligeros,SUVs,Importado,Estados_Unidos,0
2009,Noviembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Importado,Alemania,193
2009,Noviembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Noviembre,Volkswagen ,Touareg,Camiones_ligeros,SUVs,Importado,Eslovaquia,21
2009,Noviembre,Volkswagen ,Transporter_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,0
2009,Noviembre,Volkswagen ,Transporter_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,0
2009,Noviembre,Volkswagen ,UP,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Noviembre,Volkswagen ,Vento,Automoviles,Subcompactos,Importado,India,0
2009,Noviembre,Volkswagen ,Virtus,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Noviembre,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2009,Noviembre,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2009,Diciembre,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2009,Diciembre,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,115
2009,Diciembre,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,3
2009,Diciembre,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1646
2009,Diciembre,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,71
2009,Diciembre,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,57
2009,Diciembre,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,335
2009,Diciembre,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2009,Diciembre,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,9
2009,Diciembre,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,241
2009,Diciembre,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,25
2009,Diciembre,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,552
2009,Diciembre,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,721
2009,Diciembre,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,0
2009,Diciembre,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,65
2009,Diciembre,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,3151
2009,Diciembre,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Nuevo_Jetta,Automoviles,Compactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Nuevo_Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Otros_Volkswagen,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Passat,Automoviles,De_Lujo,Importado,Estados_Unidos,16
2009,Diciembre,Volkswagen ,Passat_Cc,Automoviles,De_Lujo,Importado,Estados_Unidos,107
2009,Diciembre,Volkswagen ,Pointer_Pick_Up,Camiones_ligeros,Pick_Ups,Importado,Brasil,225
2009,Diciembre,Volkswagen ,Pointer_Wagon,Automoviles,Compactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Pointer_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Pointer_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Polo_GTI,Automoviles,Subcompactos,Importado,España,0
2009,Diciembre,Volkswagen ,Polo_4_Ptas,Automoviles,Subcompactos,Importado,India,0
2009,Diciembre,Volkswagen ,Polo_5_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Routan,Camiones_ligeros,Minivans,Importado,Canada,101
2009,Diciembre,Volkswagen ,Saveiro,Camiones_ligeros,Pick_Ups,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Sedan,Automoviles,Subcompactos,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Sharan,Camiones_ligeros,Minivans,Importado,Portugal,0
2009,Diciembre,Volkswagen ,Sport_Van,Automoviles,Compactos,Importado,Argentina,50
2009,Diciembre,Volkswagen ,Sportwagen,Automoviles,Compactos,Nacional,Mexico,40
2009,Diciembre,Volkswagen ,Tcross,Camiones_ligeros,SUVs,Importado,Brasil,0
2009,Diciembre,Volkswagen ,Teramont,Camiones_ligeros,SUVs,Importado,Estados_Unidos,0
2009,Diciembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Importado,Alemania,146
2009,Diciembre,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Nacional,Mexico,0
2009,Diciembre,Volkswagen ,Touareg,Camiones_ligeros,SUVs,Importado,Eslovaquia,23
2009,Diciembre,Volkswagen ,Transporter_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,0
2009,Diciembre,Volkswagen ,Transporter_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,0
2009,Diciembre,Volkswagen ,UP,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Diciembre,Volkswagen ,Vento,Automoviles,Subcompactos,Importado,India,0
2009,Diciembre,Volkswagen ,Virtus,Automoviles,Subcompactos,Nacional,Brasil,0
2009,Diciembre,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2009,Diciembre,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2010,Enero,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2010,Enero,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,179
2010,Enero,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,4
2010,Enero,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1961
2010,Enero,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,111
2010,Enero,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,12
2010,Enero,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,408
2010,Enero,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2010,Enero,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,15
2010,Enero,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,31
2010,Enero,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,21
2010,Enero,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,995
2010,Enero,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,1231
2010,Enero,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,0
2010,Enero,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,103
2010,Enero,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,3224
2010,Enero,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Nuevo_Jetta,Automoviles,Compactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Nuevo_Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Otros_Volkswagen,Camiones_ligeros,SUVs,Nacional,Mexico,0
2010,Enero,Volkswagen ,Passat,Automoviles,De_Lujo,Importado,Estados_Unidos,67
2010,Enero,Volkswagen ,Passat_Cc,Automoviles,De_Lujo,Importado,Estados_Unidos,99
2010,Enero,Volkswagen ,Pointer_Pick_Up,Camiones_ligeros,Pick_Ups,Importado,Brasil,120
2010,Enero,Volkswagen ,Pointer_Wagon,Automoviles,Compactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Pointer_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Pointer_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Polo_GTI,Automoviles,Subcompactos,Importado,España,0
2010,Enero,Volkswagen ,Polo_4_Ptas,Automoviles,Subcompactos,Importado,India,0
2010,Enero,Volkswagen ,Polo_5_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Enero,Volkswagen ,Routan,Camiones_ligeros,Minivans,Importado,Canada,92
2010,Enero,Volkswagen ,Saveiro,Camiones_ligeros,Pick_Ups,Importado,Brasil,0
2010,Enero,Volkswagen ,Sedan,Automoviles,Subcompactos,Nacional,Mexico,0
2010,Enero,Volkswagen ,Sharan,Camiones_ligeros,Minivans,Importado,Portugal,0
2010,Enero,Volkswagen ,Sport_Van,Automoviles,Compactos,Importado,Argentina,36
2010,Enero,Volkswagen ,Sportwagen,Automoviles,Compactos,Nacional,Mexico,73
2010,Enero,Volkswagen ,Tcross,Camiones_ligeros,SUVs,Importado,Brasil,0
2010,Enero,Volkswagen ,Teramont,Camiones_ligeros,SUVs,Importado,Estados_Unidos,0
2010,Enero,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Importado,Alemania,207
2010,Enero,Volkswagen ,Tiguan,Camiones_ligeros,SUVs,Nacional,Mexico,0
2010,Enero,Volkswagen ,Touareg,Camiones_ligeros,SUVs,Importado,Eslovaquia,54
2010,Enero,Volkswagen ,Transporter_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,0
2010,Enero,Volkswagen ,Transporter_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,0
2010,Enero,Volkswagen ,UP,Automoviles,Subcompactos,Nacional,Brasil,0
2010,Enero,Volkswagen ,Vento,Automoviles,Subcompactos,Importado,India,0
2010,Enero,Volkswagen ,Virtus,Automoviles,Subcompactos,Nacional,Brasil,0
2010,Enero,Volkswagen ,Volkswagen_Caddy,Camiones_ligeros,Pick_Ups,Importado,Polonia,0
2010,Enero,Volkswagen ,Vw_Van,Camiones_ligeros,Pick_Ups,Nacional,Argentina,0
2010,Febrero,Volkswagen ,Amarok,Camiones_ligeros,Pick_Ups,Importado,Argentina,0
2010,Febrero,Volkswagen ,Beetle,Automoviles,Compactos,Nacional,Mexico,231
2010,Febrero,Volkswagen ,Beetle_Cabrio,Automoviles,Compactos,Importado,Mexico,2
2010,Febrero,Volkswagen ,Bora,Automoviles,Compactos,Nacional,Mexico,1593
2010,Febrero,Volkswagen ,Bora_TDI,Automoviles,Compactos,Importado,Mexico,54
2010,Febrero,Volkswagen ,Crafter,Camiones_ligeros,Pick_Ups,Nacional,Alemania,36
2010,Febrero,Volkswagen ,Crossfox,Automoviles,Subcompactos,Importado,Brasil,21
2010,Febrero,Volkswagen ,Derby,Automoviles,Subcompactos,Nacional,Argentina,0
2010,Febrero,Volkswagen ,EOS,Automoviles,De_Lujo,Importado,Alemania,9
2010,Febrero,Volkswagen ,Eurovan_Carga,Camiones_ligeros,SUVs,Nacional,Alemania,47
2010,Febrero,Volkswagen ,Eurovan_Pasajeros,Camiones_ligeros,SUVs,Importado,Alemania,17
2010,Febrero,Volkswagen ,Gol,Automoviles,Subcompactos,Importado,Brasil,1121
2010,Febrero,Volkswagen ,Gol_Sedan,Automoviles,Subcompactos,Importado,Brasil,1189
2010,Febrero,Volkswagen ,Golf,Automoviles,Compactos,Importado,Brasil,0
2010,Febrero,Volkswagen ,Golf,Automoviles,Compactos,Nacional,Mexico,0
2010,Febrero,Volkswagen ,Golf_Gti,Automoviles,Deportivos,Importado,Alemania,1
2010,Febrero,Volkswagen ,Golf_Variant,Automoviles,Compactos,Nacional,Mexico,0
2010,Febrero,Volkswagen ,Jetta,Automoviles,Compactos,Nacional,Mexico,0
2010,Febrero,Volkswagen ,Jetta_TDI,Automoviles,Compactos,Nacional,Mexico,36
2010,Febrero,Volkswagen ,Jetta_4_PTAS,Automoviles,Compactos,Nacional,Mexico,2654
2010,Febrero,Volkswagen ,Lupo_2_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
2010,Febrero,Volkswagen ,Lupo_4_Ptas,Automoviles,Subcompactos,Importado,Brasil,0
